site_code,site_name,latitude,longitude,start_date,end_date,duration_years,total_rows,missing_sea_level,pct_missing_sea_level,max_sea_level,min_sea_level,mean_sea_level,p95_sea_level,p99_sea_level,missing_total_precip,pct_missing_total_precip,max_total_precip_mm,mean_total_precip_mm,p95_total_precip_mm,p99_total_precip_mm,missing_ground_precip,pct_missing_ground_precip,max_ground_precip,mean_ground_precip,p95_ground_precip,p99_ground_precip,max_wind_speed,mean_wind_speed,p95_wind_speed,p99_wind_speed,sea_level_exceedances,precip_exceedances,joint_exceedances,CPR
750A,Wilmington_NC,34.227,-77.953,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,2421,0.7268196760683889,3.254,0.189,1.507638707609307,2.229,2.398,0,0.0,194.6189045906017,1.8453363011428068,10.881046424140028,27.348882988792397,188735.0,56.66101262402618,82.8,0.17248406760875587,0.3,4.3,22.494062775175088,3.3065573402902833,5.95147703972818,7.543813932652556,16459,16655,1240,1.5067517916895068
8510560,Montauk,41.048333,-71.959444,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,355727,20892,5.8730430920340595,3.333,0.442,1.6003866203483452,2.045,2.221,0,0.0,164.5056754350093,1.8197788822907048,11.394888162612899,26.59493327136256,221486.0,62.262915100624916,52.6,0.11835579293956391,0.3,3.0,28.570072955539963,6.769244262292795,12.23697941940667,14.933899957261247,16600,17778,2355,2.838682048477406
8670870,Fort_Pulaski,32.0367,-80.9017,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,3555,0.9972760757537079,4.881,-0.174,2.262482505752077,3.417,3.664,0,0.0,155.7005494831855,1.6043924220659986,9.08397734162665,24.1525243387343,9469.0,2.6563170636601576,71.9,0.13359577178229518,0.3,3.6,21.517545324106706,4.511356676846768,7.9835020723882035,9.904694941634947,17516,17824,1200,1.3701412465976222
S21A,BiscayneBay_S21A_T,25.51916667,-80.34583333,1981-01-01 00:00:00,2020-12-31 22:00:00,39.997262149212865,350639,5144,1.4670358973188948,2.0137,-0.5931,0.2511627803586159,0.6248,0.7877,0,0.0,134.4690348526001,1.1276439910363283,5.717636614644991,15.088981837034133,12681.0,3.616540088238901,101.9,0.18393380242515342,0.3,4.8,32.033285661863125,3.777843778375206,6.927306577258481,8.462885250626908,17136,17532,1382,1.6129739246447685
9414290,San_Francisco,37.806306,-122.465889,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,2562,0.7187120410917017,4.511,1.066,2.7838432111079405,3.603,3.819,0,0.0,75.677789491408,0.7314958902212761,4.5052483677351995,15.936309099095014,7813.0,2.191763144828051,18.0,0.057275611057253775,0.0,1.8,15.58259652060494,3.383625816281062,6.593844208405058,8.395935130432719,17616,17824,2272,2.579408082582017
8533051,Toms_River,39.95,-74.1983,1981-01-01 00:00:00,2016-01-11 10:00:00,35.02532511978097,307043,6604,2.1508388075937246,0.046,-1.032,-0.5903137988362428,-0.26975000000000005,-0.12915000000000054,0,0.0,95.0451886598102,1.5657383508554663,9.861043095588586,23.742698967397434,302068.0,98.37970577410982,294.6,2.3010251256281413,6.9,19.378000000000068,17.200176004347405,3.539230674592988,6.589321684966972,8.279199823119708,121,15353,35,5.784803680654655
744A,New_London_CT,41.355,-72.087,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,4645,1.3944970654017623,3.48,0.273,1.5727546932562035,2.074,2.244,0,0.0,116.1127835511592,1.703945784595825,10.530003905296288,26.311668574767253,220267.0,66.12738107747039,52.6,0.11579306555110433,0.3,3.0,16.649701042837005,3.2167742087840345,5.80874069799943,7.262855278270518,16410,16655,2267,2.7629079478120975
9063032,Barcelona_Ny,42.3428,-79.59361,1981-01-01 00:00:00,2019-10-20 11:00:00,38.79808350444901,340116,2514,0.7391595808488869,175.339,174.458,175.00973762486126,175.21,175.25895999999997,0,0.0,92.5372242927551,1.9192078597913178,10.1701050995757,20.891442894935448,228122.0,67.07182255465783,49.8,0.11183634837580585,0.5,2.5,12.548051576638311,3.470346908975938,6.612491395825327,8.166078158060632,224,17005,33,2.946567186121729
741A,Boston_MA,42.355,-71.052,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,1546,0.4641318542758072,5.653,0.12,2.6929963564963253,4.225,4.543520000000019,0,0.0,106.19505047787919,1.530640693871503,9.4660371541976,23.83599001168583,14960.0,4.491211216019455,255.8,0.13407358511323808,0.5,3.3,12.687483488227244,2.7959258674028145,5.1736388749839755,6.515619626297618,16573,16655,1366,1.6484396254714933
8454049,Quonset_Point,41.58694,-71.41,1999-10-17 15:00:00,2021-08-31 22:00:00,21.872689938398356,191744,8121,4.2353346128170895,9.236,6.193,7.64913012224589,8.36,8.571,0,0.0,103.8323819636275,1.7313823552558458,10.6090158224105,25.797985158935173,15943.0,8.314732142857142,42.4,0.13679216841769956,0.5,3.6,15.640316262041887,3.7991220012389086,6.932240782764486,8.694135667759836,9067,9582,934,2.061336422283823
8771450,Galveston_Pier_21,29.31,-94.793306,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,5439,1.5257903167438585,4.635,-0.067,1.616027798035507,1.994,2.171,0,0.0,211.725431680577,1.7488571287013386,9.531283378549851,28.419522046971206,219176.0,61.484945479435915,72.4,0.1304737972977894,0.3,3.3,27.65365752605927,5.122418020783618,8.75680633431152,10.507107722982449,17420,17824,2590,2.973518496713367
SR3,Three_Mile_Slough_at_San_Joaquin_R,38.09011,-121.68677,1982-10-01 08:00:00,2021-03-16 15:00:00,38.455852156057496,337112,29942,8.881914615913999,3.0663,-0.4054,1.3384358247875772,1.9477,2.161,0,0.0,82.8450096070696,0.6662236243284239,3.9293418824650055,14.94257757066806,55734.0,16.53278435653433,26.4,0.04556468522770082,0.0,1.5,10.505135928606306,2.6867443117208993,4.97826255652104,5.9937700100689275,15219,16856,2350,3.0881716716043845
767A,Galveston_PPier,29.287,-94.79,1981-01-01 00:00:00,2011-07-20 16:00:00,30.546201232032853,267785,1650,0.6161659540302855,3.952,-0.208,1.3853911548650122,1.798,1.966,0,0.0,160.2510392665408,1.7119252425182703,9.31614875785264,27.89842867843591,215234.0,80.3756745150027,52.8,0.1651652680253468,0.3,4.6,27.65365752605927,5.103870165262829,8.743863490320983,10.438617028215136,13181,13390,1618,2.4549114219955523
8311062,Alexandria_Bay_Ny,44.33111,-75.934528,1983-06-01 21:00:00,2021-08-02 03:00:00,38.168377823408626,334591,2265,0.6769458831827515,75.801,73.813,74.69491917272286,75.148,75.52471999999997,0,0.0,108.6682081222534,1.5531123584629203,8.75520557158885,19.70836986511696,319238.0,95.411412739733,210.6,0.9770793981632253,3.6,8.243999999999868,9.820613730343494,2.468371696085436,4.549667035757101,5.670368605131288,16446,16730,1210,1.4714428477149837
551A,San_Francisco_CA,37.807,-122.465,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,584,0.17532535763070595,4.511,1.066,2.7812966698846058,3.601,3.816,0,0.0,75.677789491408,0.7430873263966101,4.62627488486757,16.013270735641036,6896.0,2.070280250379021,18.0,0.05859551991269131,0.0,1.8,15.58259652060494,3.375179786519694,6.584455582160234,8.372856041605713,16588,16655,2152,2.5946077856139036
8638863,Chesapeake_Bay_Bridge_Tunnel,36.9667,-76.1133,1981-01-01 00:00:00,2017-09-28 11:00:00,36.73921971252567,322068,1685,0.5231814399443596,9.944,6.898,8.169463741833994,8.712,8.924,0,0.0,145.4311192028399,1.5936619782928327,9.598030894994663,24.17855293616919,10916.0,3.3893463492181772,102.4,0.130972000822749,0.3,3.3,23.3093459024935,4.364398880969515,7.965150505549791,9.987062590596096,16018,16104,2151,2.6856284909729906
9063028,Sturgeon_Point_Ny,42.691306,-79.0473,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,355756,2581,0.7254972509247911,176.628,172.939,174.33431653857312,174.92,175.113,0,0.0,80.3217887878418,1.8044462496516658,9.545339431269799,20.285458967646218,34200.0,9.613330484939116,62.2,0.12238210451678713,0.5,2.8,16.8290456197626,4.332189023873917,8.241376609164927,10.260611220823035,13438,17786,1160,1.7266221099932828
9052030,Oswego_Ny,43.46417,-76.51183,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,355756,207,0.05818594767199991,75.955,74.112,74.83454413596999,75.3,75.697,0,0.0,88.2400274276733,1.9300257901378033,10.266784578561726,21.818256806279532,39559.0,11.119700019114225,56.9,0.11691698529714074,0.5,2.5,16.14128956613513,3.9503101686666833,7.546825627465074,9.383745420662468,17592,17788,1159,1.3176295688301192
9444090,Port_Angeles,48.125,-123.440002,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,355727,5380,1.5123957416783094,12.438,7.87,10.535255024304472,11.458,11.713,0,0.0,80.5230677127042,2.059943475420298,10.69875478741082,23.424917340232586,233121.0,65.53368172784185,46.2,0.0849575061579368,0.5,2.0,16.5195038383804,2.935537513748581,6.324780870845284,8.206329358798738,17474,17787,4075,4.663901894313979
2480212,Pascagoula_River_At_Mi_1_At_Pascagoula_Ms,30.367778,-88.563056,1999-09-23 14:00:00,2021-03-11 17:00:00,21.464750171115675,188164,10460,5.558980463850684,2.3683,-0.6614,0.22470335445459866,0.6066,0.7710940000000003,0,0.0,192.2998219728455,1.883541316428457,10.449516773223854,31.47468957604346,8259.0,4.38925618077847,95.0,0.18422167254940108,0.3,5.1,24.72699100581094,3.331810934097585,6.000621016662191,7.502860743599699,8739,9409,1104,2.5263900501805705
9014087,Dry_Dock_Mi,42.945278,-82.443333,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,355756,5751,1.6165574157568672,177.445,174.999,176.12226458939224,176.802,176.982,0,0.0,81.6495938129833,1.3201815592240398,7.847745437174975,18.118660886941008,341994.0,96.13161830018328,34.8,0.08224821973550357,0.2,2.0,12.583449489857946,3.4216616440567362,6.302093739003175,7.755428516018662,17300,17788,1107,1.2797543970020706
1310740,Reynolds_Channel_At_Point_Lookout_Ny,40.593437,-73.58374,1997-12-24 21:00:00,2021-04-07 03:00:00,23.28268309377139,204103,1045,0.5119963939775506,2.9901,-1.3106,0.34526473224398935,1.0973,1.2984,0,0.0,131.2432885169414,1.7260102226304983,10.8464717864649,25.680425167083786,14431.0,7.070449723913906,61.2,0.13058648614450205,0.5,3.3,20.445759789053593,4.511365446121569,8.310946570567777,10.398287390355629,9980,10203,1227,2.459435984583103
8774770,Rockport,28.0217,-97.0467,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,6574,1.8441892888902602,2.888,1.17,1.991605184627761,2.302,2.454,0,0.0,125.8230626582417,1.1726173134075493,5.79276084894785,20.30067244713179,12172.0,3.4145835145074916,96.8,0.08836737835427931,0.0,2.0,18.001246354647435,5.04683790458636,8.463751819864195,9.94779973776267,17338,17824,2572,2.9668186239252394
8720587,St_Augustine_Beach,29.8567,-81.2633,1981-01-01 00:00:00,2002-07-15 18:00:00,21.533196440793976,188779,12487,6.614612854183993,3.258,-0.067,1.6791024831127042,2.538,2.777,0,0.0,111.6686791180541,1.382290148659397,7.402806489199025,21.66230164216924,,,,,,,19.674186136535486,4.30620747133949,7.864044403296642,9.861127288737752,4223,9439,390,1.8470183949949746
9063007,Ashland_Ave_Ny,43.1,-79.059917,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,355756,6351,1.7852123365452726,105.097,95.52,98.1951392548666,100.381,101.23435999999998,0,0.0,88.9503359794616,1.5377834618431174,8.882384002134774,19.82706248755618,239835.0,67.41558821214541,58.7,0.11175369432630844,0.5,2.5,13.89956196024718,3.5479087635560305,6.764835249736305,8.43904284631,17427,17788,1412,1.6204557573060492
SGX,Sacramento_R_at_Snodgrass,38.3497,-121.53355,1982-10-01 08:00:00,2021-04-26 13:00:00,38.56810403832991,338094,12296,3.636858388495507,6.2972,0.823,2.1038063763436243,4.4501,5.3218,0,0.0,81.2978386875329,0.7921622112632768,4.809025675058295,17.17134002980679,43947.0,12.99845605068413,24.4,0.04823880576718443,0.0,1.5,10.763788586999812,2.2107204765989286,4.382484177199571,5.831352364679727,16231,16905,2585,3.185206242373514
9416841,Arena_Cove,38.914556,-123.711083,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,355727,8307,2.335217737197345,11.454,8.027,9.797082531925229,10.633,10.879,0,0.0,118.7321573494841,1.4075002865646804,8.993200659750334,26.11618095629626,212768.0,59.81215932442575,32.3,0.06673102078218231,0.3,2.0,15.9288172239819,4.448207046215041,8.309989292184618,9.831115126352678,14262,17787,2128,2.984044643584935
8452660,Newport,41.504333,-71.326139,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,3826,1.0732990902485755,3.068,-0.189,1.1383293822399294,1.817,2.022,0,0.0,110.1569831371307,1.8563657339418607,11.6964533924033,27.569393813609977,17860.0,5.010225235713424,53.8,0.13546695175289641,0.5,3.6,22.359998497340538,5.032652902953173,9.126468124882532,11.397760757463388,17530,17824,1711,1.9520328609534208
MRU,Middle_River_at_Undine_Road,37.8339,-121.386,1982-10-04 21:00:00,2021-05-14 14:00:00,38.60643394934976,338442,17156,5.069110807760266,4.0508,0.317,1.5485582260042456,2.6487,3.5082,0,0.0,54.1959494348702,0.5866266533820573,3.584398329155563,13.335521072047028,55769.0,16.47815578444756,26.4,0.04538141244476834,0.0,1.3,9.29514698065641,2.0156975528660723,4.021532864865413,5.285355004032077,16033,16923,1330,1.6589899181192647
LIR,Liberty_Island_RD2068,38.32928,-121.69397,1997-12-18 14:00:00,2021-01-01 07:00:00,23.0362765229295,201954,1976,0.9784406349960882,4.4166,0.2316,1.4591227485023357,1.8959,2.2189,0,0.0,80.444372934096,0.7255860807089145,4.312043189966583,16.11518260833956,8669.0,4.292561672460065,13.7,0.047877486613032566,0.0,1.5,10.190403538203356,2.407847084460015,4.602765371433804,5.784825017923489,9966,10098,1586,3.1827270354380173
1409125,Barnegat_Bay_At_Barnegat_Light_Nj,39.760833,-74.110556,2000-10-28 15:00:00,2021-03-30 12:00:00,20.416153319644078,178990,28136,15.719313928152411,1.5819,-1.2649,0.053279848727909106,0.5456,0.7132,0,0.0,78.0303532947073,1.605486068975552,10.1238638162612,23.74995622037694,8111.0,4.531538074752779,61.5,0.13519098309329997,0.5,3.3,18.662432987787337,3.742207657203145,6.993419596929403,8.785115112738069,7519,8943,1118,2.975961140718663
9075002,Lakeport_Mi,43.141694,-82.493306,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,355756,10602,2.980132450331126,178.086,175.251,176.49472344015942,177.251,177.438,0,0.0,85.2399689979961,1.2802964105395012,7.3900669813155995,17.57915377612274,341994.0,96.13161830018328,34.8,0.08224821973550357,0.2,2.0,14.873901437574077,3.856459995402392,6.990985628393447,8.59577479341041,17142,17784,1028,1.1996495836187822
8574680,Baltimore,39.266944,-76.579444,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,3116,0.8741244028265973,3.733,-0.041,1.5309688585133931,1.926,2.085,0,0.0,142.71339024480758,1.5724073115416843,9.694352746009749,24.266351461378715,14743.0,4.135820305158063,78.7,0.12655006320816556,0.5,3.3,12.055052013096766,2.873340855181881,5.4303733917857215,6.927174324543985,17544,17824,2575,2.9354024046286087
S27_T,Miami_North_S27_T,25.85083333,-80.18833333,1985-06-01 00:00:00,2020-12-31 22:00:00,35.58384668035592,311951,6446,2.066350163968059,1.5705,-0.5243,0.3028060712590628,0.7201,0.8711,0,0.0,161.0271360298156,1.417419940899378,6.7761026322834,17.11698189916425,12681.0,4.065061500043276,101.9,0.18705416513516224,0.3,5.1,32.074804821996864,4.654022503967953,8.14147271589702,9.835060896513482,15273,15598,1487,1.9471709556331636
8726384,Port_Manatee,27.638333,-82.5625,1990-05-31 13:00:00,2021-08-31 22:00:00,31.252566735112936,273970,17347,6.331715151293937,3.231,-0.539,0.47653569976296045,0.86,0.996,0,0.0,109.10263161679259,1.0821129142614514,5.997113921745211,17.783634960648797,85924.0,31.362557944300473,71.1,0.12156280909990105,0.0,3.0,20.98121638858941,3.111017558083486,5.856670922947036,7.487527194486159,10006,13699,1145,2.288543291281965
8729210,Panama_City_Beach,30.213301,-85.878304,1993-01-01 00:00:00,2021-07-31 22:00:00,28.577686516084874,250535,10845,4.328736503881693,10.811,7.541,8.483801159647523,8.826,8.976,0,0.0,137.4969363211562,1.8214595723607472,10.415826377260322,29.740887880223,165074.0,65.88859839942523,57.9,0.15040193772598026,0.3,4.1,24.68396585704473,4.229234601304055,7.706827723285592,9.693820467950031,9819,12527,1425,2.9024779741874265
9446484,Tacoma,47.27,-122.413,1997-07-03 10:00:00,2021-08-31 22:00:00,24.161533196440793,211813,661,0.3120677201116079,4.711,-1.236,2.3022068225733126,3.788,4.048,0,0.0,82.5363725422789,1.704903341957035,9.324099421439737,20.754649650866632,19068.0,9.002280313295218,17.5,0.1228846403278944,0.8,2.5,10.895726291105555,2.2509445100759202,4.702350964627019,6.084282574346499,10553,10591,1406,2.6645570662771725
9414575,Coyote_Creek,37.465,-122.023,1983-11-03 21:00:00,2018-10-30 23:00:00,34.98973305954826,306723,5290,1.724683183197869,3.642,-0.664,1.4387017873321801,2.623,2.857,0,0.0,73.6178529679705,0.630537129466546,3.594876080751358,14.205107427198875,187777.0,61.22038451632255,24.4,0.0506717333916231,0.0,1.5,8.650782046077511,1.7343210804232136,3.529407094154167,4.71406699606243,3023,15337,278,1.8391306173652775
578A,Santa_Monica_CA,34.008,-118.5,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,8035,2.412224740689593,3.249,0.003,1.6126975942902848,2.438,2.691,0,0.0,99.551563514467,0.519525127341746,1.2779384851454998,15.319836358983073,6115.0,1.8358126060132995,37.8,0.03467949110037311,0.0,0.8,10.043017222218603,1.8893265819904181,3.644627907714424,4.678504812395131,16188,16654,980,1.2108279386477534
8635150,Colonial_Beach,38.2517,-76.96,1981-01-01 00:00:00,2010-08-17 18:00:00,29.623545516769337,259699,12574,4.841759113435169,2.6,-0.229,1.1017943909343235,1.511,1.666,0,0.0,148.000799073543,1.386769757542031,8.654817218854248,22.12440386414516,227079.0,87.43930473355692,57.2,0.24809319435928878,1.3,4.8,11.347367779783012,2.2648315235759027,4.223015543709402,5.3822795616237284,10844,12985,1637,3.019169488330817
IBS,Ibis,38.157,-122.113,1994-07-01 08:00:00,2021-01-01 07:00:00,26.50239561943874,232344,77266,33.255001205109664,3.7582,-0.9449,1.2949555623621662,2.097,2.3104,0,0.0,91.6243565499712,0.7445258800135907,4.255821332321786,17.109720408916438,94464.0,40.65695692593741,32.3,0.06798520452567451,0.3,2.0,9.479031437077474,2.445693565153077,4.668248137802404,5.628536012205017,7600,11618,779,2.049858839731451
MDTS,MDTS,25.27861111,-80.395,1991-11-22 12:00:00,2016-01-08 11:00:00,24.125941136208077,211512,18883,8.92762585574341,1.8288,-0.1402,0.8020870497173325,1.0546,1.1857,0,0.0,150.4532720466613,1.1597128836622432,5.779450628634132,15.09932056917928,130183.0,61.548753735012674,68.3,0.13669785685302904,0.3,3.3,33.6566794875001,4.578893384669801,8.074143358555556,9.732470628271964,9355,10576,760,1.624738120092405
MARKH,CalahootchieRiver_MarkH,26.52361111,-82.00472222,1992-01-22 02:00:00,2020-12-31 22:00:00,28.941820670773442,253725,47672,18.788846191743026,1.2741,-0.7803,0.3149882360363596,0.7102,0.8352,0,0.0,138.847678899765,1.0704027382703496,5.62586784362787,17.27161324014783,37467.0,14.766775051729233,107.7,0.15557158579104588,0.0,4.1,22.34375156733117,3.646816040226862,6.692555399660207,8.451183625128802,10056,12687,910,1.8097577660631323
8540433,Marcus_Hook,39.811667,-75.409444,1981-09-10 20:00:00,2021-08-31 22:00:00,39.97262149212868,350403,14204,4.053618262400722,9.681,0.485,7.476185588850719,8.59,8.794,0,0.0,142.7457704680819,1.559708391793693,9.748570919026506,23.7775772808959,15149.0,4.323307734237435,72.9,0.12282866125385529,0.5,3.0,10.299347261578298,2.5318896526038985,4.781541075638332,6.071112633308478,7643,17521,814,2.129950308111603
GYS,Goodyear_Slough,38.118,-122.095,1994-08-15 07:00:00,2021-01-01 07:00:00,26.38193018480493,231265,29369,12.699284370743518,3.9228,-0.9144,0.9924475254586521,1.8745,2.0544,0,0.0,89.978463691466,0.7016494875109368,4.089061021784273,15.9132161139859,93385.0,40.38008345404622,32.3,0.0679852045256745,0.3,2.0,10.14107474530025,2.726337307044227,5.070816113893506,6.057273249875608,10076,11564,1331,2.641750051734112
LIS,Yolo_Bypass_at_Lisbon,38.47478,-121.58823,1982-10-01 08:00:00,2021-04-29 13:00:00,38.57631759069131,338166,16902,4.998137009634322,6.9281,0.2987,1.8986342332162958,4.3251,5.8247,0,0.0,84.6321970220742,0.7897084638841546,4.8011569306254245,17.189151759040886,43947.0,12.995688508010858,24.4,0.048227000975463855,0.0,1.5,11.193324728048738,2.203694721210542,4.537367952723334,6.154704086236545,16042,16909,2360,2.9421547195486886
9076070,SW_Pier_St_Marys_River_Mi,46.501111,-84.372611,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,355756,1569,0.44103261786168046,184.431,182.179,183.2283925355815,183.627,183.748,0,0.0,69.2241787910461,1.3410072361021663,7.5470861433188245,17.583388090133596,29518.0,8.297259919720258,62.2,0.10615286999062036,0.5,2.3,13.18027384532336,3.2714871942321975,6.191515652699211,7.6811711678237655,17620,17788,1885,2.1395900180892014
MAL,Sacramento_River_at_Mallard_Island,38.0428,-121.92009,1987-10-05 19:00:00,2021-06-09 06:00:00,33.67556468172484,295212,12303,4.167513515710743,4.5476,-0.5151,1.1710726014372115,1.8227,2.0117,0,0.0,85.9962475716997,0.6236646849892611,3.659368902398755,14.171606898307932,153517.0,52.00228987981519,32.3,0.06732206499876496,0.3,2.0,9.74639576855348,2.6640867504279573,4.998891073550963,5.956793122197387,14026,14761,2171,3.095595564376833
240A,Fernandina_Beach,30.672,-81.467,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,59813,17.95673906843393,3.759,-0.686,1.5425617567201644,2.569,2.799,0,0.0,142.7191823720477,1.2927806183953143,7.231946813237656,20.08815291960326,71840.0,21.56742070580465,106.4,0.19118217833151527,0.3,5.1,19.94351431411258,3.382899621699478,6.058500985112253,7.585188690546163,13616,16655,1060,1.5569684031465973
S21_T,BiscayneBay_S21_T,25.54277778,-80.33055556,1984-01-17 01:00:00,2020-12-31 22:00:00,36.955509924709105,323974,16561,5.11182996166359,2.1751,-0.5936,0.260472731797289,0.6279,0.7878880000000005,0,0.0,134.4690348526001,1.1112613157953315,5.672439634795898,14.828581522612552,12681.0,3.914202991598091,101.9,0.1854188818894097,0.3,4.8,32.033285661863125,3.7692117150182187,6.912921429155498,8.448029362603862,15287,16199,1294,1.6929103624749793
8720219,Dames_Point,30.387222,-81.559166,1995-09-19 21:00:00,2021-08-31 22:00:00,25.949349760438057,227474,23156,10.179624924167157,3.389,-0.479,1.8107764021010333,2.45,2.633,0,0.0,156.6089570521853,1.179797786223593,6.654717475109295,19.265275895595504,104739.0,46.04438309433166,77.2,0.17852201898398992,0.5,4.8,17.012234955516448,2.6711287163647275,4.87249187769027,6.1816353407404145,4081,11374,341,1.6711149512507126
774A,Port_Canaveral_FL,28.415,-80.593,1994-10-21 10:00:00,2018-12-31 22:00:00,24.194387405886378,212101,3738,1.7623679284869,7.75,4.909,6.088034641467054,6.754,6.959,0,0.0,152.3757159709475,1.2273643972725288,6.0972273349761,18.1674063205719,87341.0,41.17896662439121,76.2,0.15985011221545364,0.3,4.1820000000006985,28.859260502755696,5.376266074402984,9.627632601541489,11.794689343185523,10412,10605,1021,1.9612078635556875
ROR,Roaring_River,38.0931,-121.8875,1987-01-01 09:00:00,2011-10-07 12:00:00,24.763860369609855,217084,39839,18.351882220707193,3.7186,-0.9144,0.82253600552907,1.8014,2.0269,0,0.0,91.3078558862139,0.6639469618397721,4.042304903249206,14.6753564476966,157684.0,72.63732011571558,14.7,0.09188720538720536,0.3,2.3,9.773700744227748,2.7593505151977555,5.087601630295651,6.024217120366514,8857,10855,1066,2.406958196061304
1407600,Shrewsbury_River_At_Sea_Bright_Nj,40.365556,-73.974722,2000-01-17 19:00:00,2021-04-06 13:00:00,21.215605749486652,185995,73716,39.63332347643754,1.9111,-1.2192,0.08432583653220996,0.7132,0.9205,0,0.0,82.5107574461867,1.69929444295873,10.857538729834406,25.216977931979653,13362.0,7.184064087744295,61.2,0.1318687620559221,0.5,3.3,19.413055920728805,3.9646252309239456,7.3447881784227835,9.182485105324918,5527,9300,858,3.104674997227686
9410170,San_Diego,32.714194,-117.173583,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,355727,3854,1.0834150907859117,3.663,0.379,2.072867216296789,2.936,3.206,0,0.0,65.5051354415832,0.3772777725132977,1.4058947563171,9.684767246170498,6376.0,1.792385734003885,30.0,0.027560533675300765,0.0,0.8,14.409109558730133,2.823087902406961,5.308439451861037,7.26383566961212,17590,17786,1183,1.3451089022691416
8551910,Reedy_Point,39.5583,-75.5733,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,15760,4.42111700531039,3.219,-0.735,1.3347192733532502,2.263,2.448,0,0.0,130.4635330575365,1.5442968896749265,9.5972418785095,23.7998217344284,15149.0,4.249714563035983,72.9,0.12272575456606956,0.5,3.0,10.68424964363353,2.7339853010710287,5.165377989891516,6.566545557770972,16953,17824,1608,1.8969614853442631
14144700,Columbia_River_At_Vancouver_Wa,45.620673,-122.673431,1998-02-04 23:00:00,2021-05-02 05:00:00,23.236139630390145,203695,0,0.0,5.3066,-0.2469,1.5904812022877346,3.365,4.4928,0,0.0,66.9415498289822,1.842935245694631,10.010606944530249,21.349756658077155,21870.0,10.736640565551438,26.2,0.11544342087171731,0.8,2.3,8.856821220691801,1.7749713436775705,3.4586169076129156,4.6080925333923295,10172,10185,681,1.3389368545842149
S36_T,S36_T,26.17305556,-80.17861111,1985-06-01 00:00:00,2020-12-31 22:00:00,35.58384668035592,311951,11531,3.696413859869018,1.7131,-0.3627,0.33833187138006793,0.7751,0.9393809999999998,0,0.0,124.5526995082855,1.2054482842805643,6.20461255266485,16.645314262575496,190451.0,61.051575407676204,74.9,0.12979999999999997,0.3,3.3,30.068155319163235,3.7486771652680804,6.78435572223402,8.307839642222827,15013,15598,2286,3.045272829197471
279A,Montauk_NY,41.048,-71.96,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,20765,6.233957279454811,3.333,0.442,1.5934821598949835,2.036,2.211,0,0.0,164.5056754350093,1.8098099368467035,11.3455832004092,26.36245976389769,220267.0,66.12738107747039,52.6,0.11579306555110433,0.3,3.0,28.570072955539963,6.774799869145731,12.238256880206112,14.922219337360978,15580,16651,2261,2.903092687614162
8761927,New_Canal_Station,30.027222,-90.113333,1982-11-22 02:00:00,2021-08-31 22:00:00,38.77344284736482,339909,10584,3.113774569075841,3.276,0.536,1.444895348106098,1.804,2.018,0,0.0,220.3526794892241,1.7023276161725873,9.7052991390214,27.37942063807618,10658.0,3.13554510177724,96.5,0.17968024394762663,0.3,4.8,25.575376933323202,3.540209298863633,6.61763701583251,8.29166839568886,11054,16995,2054,3.7164001928429338
8726520,St_Petersburg,27.76061,-82.6269,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,3541,0.9933486875510209,2.926,-0.058,1.426668132490862,1.824,1.967,0,0.0,122.0207661389167,1.2135816626129954,6.691577001305349,19.252725423274235,151828.0,42.59196400268184,71.1,0.12390064649169528,0.0,3.0,24.48963374798629,3.8127529994589007,7.003208707527772,8.842847986075604,17632,17824,2455,2.784639313705984
